Gene ID,Locus Tag,Gene Name,Protein Code,Protein Product
gene2916,NVIE_027660,NVIE_027660,A0A060HVH2,protein of unknown function
gene2917,NVIE_027670,NVIE_027670,A0A060HNK2,protein of unknown function
gene2918,NVIE_027680,NVIE_027680,A0A060HKK1,membrane protein of unknown function
gene2919,NVIE_027690,rpl40e-2,A0A060HPI1,50S ribosomal protein L40e
gene2920,NVIE_027700,NVIE_027700,A0A060HUE1,hypothetical protein
gene2921,NVIE_027710,NVIE_027710,A0A060HVH5,exported protein of unknown function
gene2922,NVIE_027720,NVIE_027720,A0A060HNK6,protein of unknown function
gene2923,NVIE_027730,NVIE_027730,A0A060HKK6,exported protein of unknown function
gene2924,NVIE_027740,hemD,A0A060HPI6,uroporphyrinogen-III synthase
gene2925,NVIE_027750,NVIE_027750,A0A060HUE4,uroporphyrinogen-III C-methyltransferase
gene2926,NVIE_2841,hemC,A0A060HVH8,porphobilinogen deaminase
gene2927,NVIE_027760,hemL2,A0A060HNL0,"glutamate-1-semialdehyde 2,1-aminomutase"
gene2928,NVIE_027770,NVIE_027770,A0A060HKL0,hypothetical protein
gene2929,NVIE_027780,NVIE_027780,A0A060HPJ0,hypothetical protein
gene2930,NVIE_027790,NVIE_027790,A0A060HUE9,putative protein of unknown function DUF55
gene2931,NVIE_027800,NVIE_027800,A0A060HVI0,putative tRNA pseudouridine synthase D
gene2932,NVIE_027810,NVIE_027810,A0A060HNL4,exported protein of unknown function
gene2933,NVIE_027820,NVIE_027820,A0A060HKL5,exported protein of unknown function
gene2934,NVIE_027830,NVIE_027830,A0A060HPJ6,protein of unknown function
gene2935,NVIE_027840,NVIE_027840,A0A060HUF3,conserved protein of unknown function
gene2936,NVIE_027850,degP,A0A060HVI3,"Protease Do-like 1, chloroplastic"
gene2937,NVIE_027860,NVIE_027860,A0A060HNL8,"putative CRISPR-associated exonuclease, Cas4 family"
gene2938,NVIE_027870,NVIE_027870,A0A060HKM0,protein of unknown function
gene2939,NVIE_027880,NVIE_027880,A0A060HPK0,exported protein of unknown function
gene2940,NVIE_027890,NVIE_027890,A0A060HUF6,hypothetical protein
gene2941,NVIE_027900,NVIE_027900,A0A060HVI5,putative nickel/cobalt transporter
gene2942,NVIE_027910,pyrH,A0A060HNM3,uridylate kinase
gene2943,NVIE_027920,NVIE_027920,A0A060HKM5,putative metal dependent phosphohydrolase
gene2944,NVIE_027930,NVIE_027930,A0A060HPK4,putative thymidylate kinase
gene2945,NVIE_027940,NVIE_027940,A0A060HUF9,hypothetical protein
gene2946,NVIE_027950,NVIE_027950,A0A060HVI9,conserved protein of unknown function
gene2947,NVIE_027960,hsp21,A0A060HNM8,heat-shock protein Hsp21
gene2948,NVIE_027970,NVIE_027970,A0A060HKN0,ABC-1 domain-containing protein
gene2949,NVIE_027980,NVIE_027980,A0A060HPK9,protein of unknown function
gene2950,NVIE_027990,NVIE_027990,A0A060HUG4,putative adenylate cyclase (modular protein)
gene2951,NVIE_2864,NVIE_2864,#N/A,fragment of radical SAM domain protein (part 2)
gene2952,NVIE_028000,NVIE_028000,#N/A,fragment of radical SAM domain protein (part 1)
gene2953,NVIE_028010,NVIE_028010,A0A060HVJ5,hypothetical protein
gene2954,NVIE_028020,NVIE_028020,A0A060HNN3,exported protein of unknown function
gene2955,NVIE_028030,NVIE_028030,A0A060HKN5,putative NUDIX hydrolase
gene2956,NVIE_028040,NVIE_028040,A0A060HPL5,putative phosphosulfolactate synthase
gene2957,NVIE_028050,NVIE_028050,A0A060HUG7,"ABC uptake transporter, substrate-binding protein"
gene2958,NVIE_028060,NVIE_028060,A0A060HVJ9,"ABC uptake transporter, permease protein"
gene2959,NVIE_028070,NVIE_028070,A0A060HNN7,putative pterin-4-alpha-carbinolamine dehydratase
gene2960,NVIE_028080,NVIE_028080,A0A060HKP0,hypothetical protein
gene2961,NVIE_t0340,NVIE_t0340,#N/A,tRNA-Val
gene2962,NVIE_028100,NVIE_028100,A0A060HPL9,hypothetical protein
gene2963,NVIE_028110,NVIE_028110,A0A060HUH1,protein of unknown function
gene2964,NVIE_028120,NVIE_028120,A0A060HVK5,hypothetical protein
gene2965,NVIE_028140,NVIE_028140,A0A060HNP2,Rieske (2Fe-2S) domain protein
gene2966,NVIE_028150,NVIE_028150,A0A060HKP4,protein of unknown function
gene2967,NVIE_028160,NVIE_028160,A0A060HPM5,"putative Naphthalene 1,2-dioxygenase system ferredoxin subunit"
gene2968,NVIE_028170,NVIE_028170,A0A060HUH6,putative 4-oxalocrotonate tautomerase family enzyme
gene2969,NVIE_028180,NVIE_028180,A0A060HVK9,protein of unknown function
gene2970,NVIE_028190,NVIE_028190,A0A060HNP7,putative peptidase M20
gene2971,NVIE_028200,NVIE_028200,A0A060HKP9,four-helix bundle copper-binding protein
gene2972,NVIE_028210,NVIE_028210,A0A060HPM9,protein of unknown function
gene2973,NVIE_028220,NVIE_028220,A0A060HUI1,exported protein of unknown function
gene2974,NVIE_028230,NVIE_028230,A0A060HVL5,exported protein of unknown function
gene2975,NVIE_028240,NVIE_028240,A0A060HNQ2,conserved protein of unknown function
gene2976,NVIE_028250,NVIE_028250,A0A060HKQ4,conserved protein of unknown function
gene2977,NVIE_028260,NVIE_028260,A0A060HPN4,"Oxidoreductase, aldo/keto reductase family"
gene2978,NVIE_028270,NVIE_028270,A0A060HUI7,protein of unknown function
gene2979,NVIE_028280,NVIE_028280,A0A060HVM0,conserved membrane protein of unknown function
gene2980,NVIE_028290,tyrS,A0A060HNQ5,tyrosine--tRNA ligase
gene2981,NVIE_028300,NVIE_028300,A0A060HKQ9,protein of unknown function DUF45
gene2982,NVIE_028310,NVIE_028310,A0A060HPN9,protein of unknown function
gene2983,NVIE_028320,NVIE_028320,A0A060HUJ1,exported protein of unknown function
gene2984,NVIE_028330,top6A,A0A060HVM6,"Topoisomerase IIB, subunitA"
gene2985,NVIE_028340,top6B,A0A060HNR0,"putative topoisomerase IIB, subunitB"
gene2986,NVIE_028350,NVIE_028350,A0A060HKR5,hypothetical protein
gene2987,NVIE_028360,NVIE_028360,A0A060HPP4,putative MtN3 (Sweet) Family transporter
gene2988,NVIE_028370,NVIE_028370,A0A060HUJ5,conserved protein of unknown function
gene2989,NVIE_028380,NVIE_028380,A0A060HVN1,conserved protein of unknown function
gene2990,NVIE_028390,NVIE_028390,A0A060HNR5,putative dihydroorotate dehydrogenase
gene2991,NVIE_028400,NVIE_028400,A0A060HKS1,radical SAM domain protein
gene2992,NVIE_028410,NVIE_028410,A0A060HPP9,hypothetical protein
gene2993,NVIE_028420,NVIE_028420,A0A060HUK2,putative metal dependent phosphohydrolase
gene2994,NVIE_028430,amoB,A0A060HVN7,ammonia monooxygenase subunit B
gene2995,NVIE_028440,radA3,A0A060HNS0,DNA repair and recombination protein RadA
gene2996,NVIE_028450,rpl21e,A0A060HKS5,50S ribosomal protein L21e
gene2997,NVIE_028460,rpoF,A0A060HPQ3,"DNA-directed RNA polymerase, subunit F"
gene2998,NVIE_028470,NVIE_028470,A0A060HUK8,conserved protein of unknown function
gene2999,NVIE_028480,rsmA,A0A060HVP2,putative ribosomal RNA small subunit methyltransferase A
gene3000,NVIE_028490,NVIE_028490,A0A060HNS3,putative N6 adenine-specific DNA methyltransferase
gene3001,NVIE_028500,icd,A0A060HKT0,putative isocitrate/isopropylmalate dehydrogenase
gene3002,NVIE_028510,NVIE_028510,A0A060HPQ8,hypothetical protein
gene3003,NVIE_028520,NVIE_028520,A0A060HUL4,"putative 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA"
gene3004,NVIE_2916,NVIE_2916,A0A060HVP9,fragment/protein of unknown function
gene3005,NVIE_028540,amoC6,A0A060HNS7,"ammonia monooxygenase, subunit C"
gene3006,NVIE_028550,NVIE_028550,A0A060HKT5,protein of unknown function
gene3007,NVIE_028560,NVIE_028560,A0A060HPR4,"ABC efflux transporter, FtsX-domain permease protein"
gene3008,NVIE_028570,NVIE_028570,A0A060HUM0,exported protein of unknown function
gene3009,NVIE_028580,NVIE_028580,A0A060HVQ3,"ABC efflux transporter, ATP-binding protein"
gene3010,NVIE_028590,NVIE_028590,A0A060HNT2,YHS domain containing protein
gene3011,NVIE_028600,NVIE_028600,A0A060HKT9,putative asparagine synthase
gene3012,NVIE_028610,NVIE_028610,A0A060HPR9,methylmalonyl-CoA epimerase
gene3013,NVIE_028620,mut,A0A060HUM7,"methylmalonyl-CoA mutase, large subunit"
gene3014,NVIE_2925,NVIE_2925,A0A060HVQ6,LAO/AO transport system ATPase
gene3015,NVIE_028630,NVIE_028630,A0A060HNT6,protein of unknown function
gene3016,NVIE_028640,NVIE_028640,A0A060HKU6,"methylmalonyl-CoA mutase, small subunit, C-terminus"
gene3017,NVIE_028650,ilvC,A0A060HPS6,ketol-acid reductoisomerase
gene3018,NVIE_028660,NVIE_028660,A0A060HUN3,putative UspA domain protein
gene3019,NVIE_028670,NVIE_028670,A0A060HVR2,HPP family protein (modular protein)
gene3020,NVIE_028680,NVIE_028680,A0A060HNU0,conserved membrane protein of unknown function
gene3021,NVIE_028690,NVIE_028690,A0A060HKV1,protein of unknown function
gene3022,NVIE_028700,NVIE_028700,A0A060HPT3,protein of unknown function
gene3023,NVIE_028710,NVIE_028710,A0A060HUN9,protein of unknown function
gene3024,NVIE_028720,NVIE_028720,A0A060HVR6,protein of unknown function
gene3025,NVIE_028730,NVIE_028730,A0A060HNU5,conserved protein of unknown function
gene3026,NVIE_028740,NVIE_028740,A0A060HKV6,protein of unknown function
gene3027,NVIE_028750,dps4,A0A060HPT9,"ferritin, Dps family protein"
gene3028,NVIE_028760,NVIE_028760,A0A060HUP4,protein of unknown function
gene3029,NVIE_028770,NVIE_028770,A0A060HVS3,putative spermine synthase
gene3030,NVIE_028780,NVIE_028780,A0A060HNU9,exported protein of unknown function
gene3031,NVIE_028790,NVIE_028790,A0A060HKW0,hypothetical protein
gene3032,NVIE_028800,NVIE_028800,A0A060HPU4,hypothetical protein
gene3033,NVIE_028810,NVIE_028810,A0A060HUQ1,hypothetical protein
gene3034,NVIE_028820,NVIE_028820,A0A060HVS7,protein of unknown function
gene3035,NVIE_028830,NVIE_028830,A0A060HNV4,putative Pyridoxamine 5'-phosphate oxidase
gene3036,NVIE_028840,NVIE_028840,A0A060HKW5,Rieske (2Fe-2S) domain protein
gene3037,NVIE_028850,NVIE_028850,A0A060HPV0,Acetyltransferase-like protein
gene3038,NVIE_028860,NVIE_028860,A0A060HUQ6,protein of unknown function
gene3039,NVIE_028870,NVIE_028870,A0A060HVT4,3-demethylubiquinone-9 3-methyltransferase (modular protein)
gene3040,NVIE_2950,NVIE_2950,A0A060HNV7,putative activator of Hsp90 ATPase 1 family protein
gene3041,NVIE_028880,NVIE_028880,A0A060HKX0,protein of unknown function
gene3042,NVIE_028890,NVIE_028890,A0A060HPV5,protein of unknown function
gene3043,NVIE_028900,NVIE_028900,A0A060HUR1,exported protein of unknown function
gene3044,NVIE_028910,NVIE_028910,A0A060HVU0,conserved protein of unknown function
gene3045,NVIE_028920,NVIE_028920,A0A060HNW2,protein of unknown function
gene3046,NVIE_028930,NVIE_028930,A0A060HKX4,protein of unknown function
gene3047,NVIE_028940,NVIE_028940,A0A060HPW1,protein of unknown function
gene3048,NVIE_028950,NVIE_028950,A0A060HUR7,protein of unknown function
gene3049,NVIE_028960,NVIE_028960,A0A060HVU6,protein of unknown function
gene3050,NVIE_028970,NVIE_028970,A0A060HNW6,protein of unknown function
gene3051,NVIE_028980,NVIE_028980,A0A060HKX9,putative integrase family protein
gene3052,NVIE_028990,NVIE_028990,A0A060HPW6,protein of unknown function
gene3053,NVIE_029000,NVIE_029000,A0A060HUS2,Site-specific DNA methyltransferase
gene3054,NVIE_029010,NVIE_029010,A0A060HVV3,conserved protein of unknown function
gene3055,NVIE_029020,NVIE_029020,A0A060HNX0,protein of unknown function
gene3056,NVIE_029030,NVIE_029030,A0A060HKY3,protein of unknown function
gene3057,NVIE_029040,NVIE_029040,A0A060HPX3,protein of unknown function
gene3058,NVIE_029050,NVIE_029050,A0A060HUS9,protein of unknown function
gene3059,NVIE_029060,NVIE_029060,A0A060HVV9,protein of unknown function
gene3060,NVIE_029070,NVIE_029070,A0A060HNX5,protein of unknown function
gene3061,NVIE_029080,NVIE_029080,A0A060HKY8,protein of unknown function
gene3062,NVIE_029090,NVIE_029090,A0A060HPX8,protein of unknown function
gene3063,NVIE_029100,NVIE_029100,A0A060HUT4,protein of unknown function
gene3064,NVIE_2973,NVIE_2973,A0A060HVW4,protein of unknown function
gene3065,NVIE_029110,NVIE_029110,A0A060HNY0,protein of unknown function
gene3066,NVIE_029120,NVIE_029120,A0A060HKZ4,putative integrase family protein
gene3067,NVIE_t0350,NVIE_t0350,#N/A,tRNA-Lys
gene3068,NVIE_029130,NVIE_029130,A0A060HPY4,putative Fe-S oxidoreductase
gene3069,NVIE_029140,NVIE_029140,A0A060HUU0,putative cyclase
gene3070,NVIE_029150,NVIE_029150,A0A060HVW9,"putative transcriptional regulator, AsnC family"
gene3071,NVIE_029160,csd,A0A060HNY5,putative cysteine desulfurase
gene3072,NVIE_2980,NVIE_2980,A0A060HKZ8,hypothetical protein
gene3073,NVIE_029170,NVIE_029170,A0A060HPY9,hypothetical protein
gene3074,NVIE_029180,NVIE_029180,A0A060HUU6,conserved protein of unknown function
gene3075,NVIE_029190,thsA,A0A060HVX6,archaeal thermosome
gene3076,NVIE_029200,NVIE_029200,A0A060HNY9,putative rhomboid family protein
gene3077,NVIE_029210,NVIE_029210,A0A060HL03,zinc finger C2H2 domain-containing protein
gene3078,NVIE_029220,NVIE_029220,A0A060HPZ5,"putative transcriptional regulator, AsnC family"
gene3079,NVIE_029230,NVIE_029230,A0A060HUV1,"putative transcriptional regulator, ArsR family"
gene3080,NVIE_029240,rpl11p,A0A060HVY1,50S ribosomal protein L11p
gene3081,NVIE_029250,NVIE_029250,A0A060HNZ2,putative subtilase family protein
gene3082,NVIE_029260,trxA1,A0A060HL08,putative thioredoxin
gene3083,NVIE_029270,aIF-2,A0A060HQ01,translation initiation factor IF-2
gene3084,NVIE_029280,NVIE_029280,A0A060HUV7,putative nucleoside diphosphate kinase
gene3085,NVIE_029290,rpl24e,A0A060HVY7,50S ribosomal protein L24e
gene3086,NVIE_029300,rps28e,A0A060HNZ5,30S ribosomal protein S28e
gene3087,NVIE_029310,rpl7ae,A0A060HL12,50S ribosomal protein L7ae
gene3088,NVIE_029320,glmM,A0A060HQ08,phosphoglucosamine mutase
gene3089,NVIE_t0360,NVIE_t0360,#N/A,tRNA-Leu
gene3090,NVIE_029330,NVIE_029330,A0A060HUW3,protein of unknown function
gene3091,NVIE_029340,NVIE_029340,A0A060HVZ3,putative integrase family protein
gene3092,NVIE_029350,NVIE_029350,A0A060HNZ9,protein of unknown function
gene3093,NVIE_029360,NVIE_029360,A0A060HL17,protein of unknown function
gene3094,NVIE_029370,NVIE_029370,A0A060HQ14,protein of unknown function
gene3095,NVIE_029380,NVIE_029380,A0A060HUW9,hypothetical protein
gene3096,NVIE_029390,dps5,A0A060HW00,"putative ferritin, Dps family protein"
gene3097,NVIE_029400,NVIE_029400,A0A060HP02,hypothetical protein
gene3098,NVIE_029410,NVIE_029410,A0A060HL21,protein of unknown function
gene3099,NVIE_029420,pdxT,A0A060HQ20,glutamine amidotransferase subunit PdxT
gene3100,NVIE_029430,pdxS,A0A060HUX4,pyridoxal biosynthesis lyase
gene3101,NVIE_029440,NVIE_029440,A0A060HW07,conserved exported protein of unknown function
gene3102,NVIE_029450,aco,A0A060HP07,aconitate hydratase
gene3103,NVIE_029460,NVIE_029460,A0A060HL26,exported protein of unknown function
gene3104,NVIE_029470,NVIE_029470,A0A060HQ25,protein of unknown function
gene3105,NVIE_029480,NVIE_029480,A0A060HUY1,"2:oxoacid-ferredoxin oxidoreductase, fused alpha and gamma subunit"
gene3106,NVIE_029490,NVIE_029490,A0A060HW13,"2:oxoacid-ferredoxin oxidoreductase, beta subunit"
gene3107,NVIE_029500,chaB,A0A060HP11,Cation transport regulator ChaB
gene3108,NVIE_029510,NVIE_029510,A0A060HL30,protein of unknown function
gene3109,NVIE_t0370,NVIE_t0370,#N/A,tRNA-Arg
gene3110,NVIE_029520,NVIE_029520,A0A060HQ31,hypothetical protein
gene3111,NVIE_029530,NVIE_029530,A0A060HUY6,exported protein of unknown function
gene3112,NVIE_029540,NVIE_029540,A0A060HW21,"putative transcriptional regulator, AsnC family"
gene3113,NVIE_029550,NVIE_029550,A0A060HP14,exported protein of unknown function
gene3114,NVIE_029560,NVIE_029560,A0A060HL35,protein of unknown function
gene3115,NVIE_029570,NVIE_029570,A0A060HQ36,hypothetical protein
gene3116,NVIE_029580,NVIE_029580,A0A060HUZ2,blue (Type 1) copper domain-containing protein
gene3117,NVIE_029590,NVIE_029590,A0A060HW27,"putative transcriptional regulator, AsnC family"
gene3118,NVIE_029600,NVIE_029600,A0A060HP17,protein of unknown function
gene3119,NVIE_029610,sufC,A0A060HL39,putative FeS assembly ATPase SufC
gene3120,NVIE_029620,NVIE_029620,A0A060HQ41,putative chlorite dismutase
gene3121,NVIE_3025,NVIE_3025,A0A060HUZ7,protein of unknown function DUF1802
gene3122,NVIE_029640,NVIE_029640,A0A060HW33,voltage-gated potassium channel beta subunit family protein
gene3123,NVIE_029650,NVIE_029650,A0A060HP22,"putative transcriptional regulator, AsnC family"
gene3124,NVIE_029660,NVIE_029660,A0A060HL46,hypothetical protein
gene3125,NVIE_029670,NVIE_029670,A0A060HQ46,putative transcriptional regulator
gene3126,NVIE_029680,NVIE_029680,A0A060HV05,hypothetical protein
gene3127,NVIE_029690,NVIE_029690,A0A060HW40,hypothetical protein
gene3128,NVIE_029700,NVIE_029700,A0A060HP27,hypothetical protein
gene3129,NVIE_029710,leuD2,A0A060HL52,3-isopropylmalate dehydratase small subunit
gene3130,NVIE_029720,leuC2,A0A060HQ52,3-isopropylmalate dehydratase large subunit
gene3131,NVIE_3035,cofE-2,A0A060HV10,F420-0:gamma-L-glutamate ligase
gene3132,NVIE_029730,NVIE_029730,A0A060HW46,hypothetical protein
gene3133,NVIE_029740,NVIE_029740,A0A060HP32,hypothetical protein
gene3134,NVIE_029750,NVIE_029750,A0A060HL58,hypothetical protein
gene3135,NVIE_t0380,NVIE_t0380,#N/A,tRNA-Ser
gene3136,NVIE_029770,NVIE_029770,A0A060HQ58,conserved protein of unknown function
gene3137,NVIE_029790,NVIE_029790,A0A060HV15,protein of unknown function
gene3138,NVIE_029800,NVIE_029800,A0A060HW53,protein of unknown function
gene3139,NVIE_029810,NVIE_029810,A0A060HP38,"stomatin-like protein, putative protease"
gene3140,NVIE_029820,NVIE_029820,A0A060HL64,putative integral membrane ClpP-type serine endoprotease
gene3141,NVIE_029830,NVIE_029830,A0A060HQ63,hypothetical protein
gene3142,NVIE_029840,NVIE_029840,A0A060HV21,Phosphohistidine phosphatase SixA
gene3143,NVIE_029850,NVIE_029850,A0A060HW61,exported protein of unknown function
gene3144,NVIE_029860,NVIE_029860,A0A060HP44,hypothetical protein
gene3145,NVIE_029870,NVIE_029870,A0A060HL70,protein of unknown function
gene3146,NVIE_029880,NVIE_029880,A0A060HQ68,protein of unknown function
gene3147,NVIE_029890,NVIE_029890,A0A060HV24,hypothetical protein
gene3148,NVIE_029900,NVIE_029900,A0A060HW67,exported protein of unknown function with Blue (type 1) copper domain
gene3149,NVIE_029910,NVIE_029910,A0A060HP49,conserved protein of unknown function
gene3150,NVIE_029920,NVIE_029920,A0A060HL76,hypothetical protein
gene3151,NVIE_029930,NVIE_029930,A0A060HQ73,exported protein of unknown function
gene3152,NVIE_029940,NVIE_029940,A0A060HV30,hypothetical protein
gene3153,NVIE_029950,NVIE_029950,A0A060HW73,conserved protein of unknown function
gene3154,NVIE_029960,NVIE_029960,A0A060HP53,"putative transcriptional regulator, AsnC family"
gene3155,NVIE_029970,NVIE_029970,A0A060HL82,protein of unknown function
gene3156,NVIE_029980,NVIE_029980,A0A060HQ78,protein of unknown function
gene3157,NVIE_029990,secE,A0A060HV35,protein translocase SecE subunit
gene3158,NVIE_030000,trxA2,A0A060HW80,thioredoxin
gene3159,NVIE_030010,NVIE_030010,A0A060HP58,exported protein of unknown function
gene3160,NVIE_030020,alaS,A0A060HL87,alanine--tRNA ligase
gene3161,NVIE_030030,leuS,A0A060HQ85,leucine--tRNA ligase
gene3162,NVIE_030040,NVIE_030040,A0A060HV40,"putative signal transduction response regulator, receiver domain/putative CopR"
gene3163,NVIE_030050,NVIE_030050,A0A060HW88,protein of unknown function
gene3164,NVIE_030060,NVIE_030060,A0A060HP62,"putative signal transduction histidine kinase, with phosphoacceptor and ATP binding domain/putative CopS"
gene3165,NVIE_030070,NVIE_030070,A0A060HL92,conserved protein of unknown function
gene3166,NVIE_030080,NVIE_030080,A0A060HQ90,hypothetical protein
gene3167,NVIE_030090,NVIE_030090,A0A060HV45,putative prefoldin subunit alpha (modular protein)
